in1 in2 target
3.0 3.0 27.0
2.0333333 2.9649122631578946 8.199953284706483
2.3438596210526312 3.8964912263157894 27.633457233620486
3.2754385842105265 2.240350847368421 14.268698876121238
3.3789473578947367 3.8964912263157894 114.91909206443218
4.0 3.2754385842105265 93.7584730049026
2.7578947157894733 3.7929824526315787 46.892503506697366
2.0333333 3.689473678947368 13.71284030333566
2.5508771684210525 3.8964912263157894 38.429280239467786
2.1368420736842104 3.3789473578947367 13.010190875307535
3.4824561315789473 2.3438596210526312 18.625326920063433
2.447368394736842 2.0333333 6.170996874994845
2.0333333 2.5508771684210525 6.112265526457049
2.0333333 3.5859649052631575 12.741634028193864
2.240350847368421 2.1368420736842104 5.604928081484145
3.068421036842105 3.8964912263157894 78.93322308864055
3.7929824526315787 3.5859649052631575 119.18043051871287
3.8964912263157894 3.5859649052631575 131.26083670225847
2.0333333 3.068421036842105 8.824978777383063
2.7578947157894733 3.2754385842105265 27.738638537915673
2.1368420736842104 3.171929810526316 11.117700985939608
2.7578947157894733 3.5859649052631575 38.00984584539568
3.171929810526316 3.5859649052631575 62.76661719374953
3.068421036842105 3.7929824526315787 70.2845497809516
2.861403489473684 3.5859649052631575 43.378710503441894
2.7578947157894733 3.3789473578947367 30.809794170712156
2.240350847368421 2.654385942105263 8.508910600753333
2.654385942105263 2.3438596210526312 9.856262494447412
3.5859649052631575 2.1368420736842104 15.31459477289407
2.447368394736842 2.9649122631578946 14.205596065388681
2.5508771684210525 2.654385942105263 12.009115326419169
2.7578947157894733 2.240350847368421 9.706185448944083
3.5859649052631575 4.0 165.3575921739755
3.068421036842105 2.0333333 9.773731077007517
2.0333333 2.0333333 4.233414131449487
3.2754385842105265 3.689473678947368 79.6293393570524
3.8964912263157894 3.068421036842105 64.92853669447219
3.2754385842105265 3.3789473578947367 55.0894431704257
2.861403489473684 2.0333333 8.47964152759228
2.3438596210526312 3.3789473578947367 17.78195034552194
3.689473678947368 2.3438596210526312 21.324801740260355
3.3789473578947367 3.068421036842105 41.929921632480465
2.5508771684210525 2.240350847368421 8.149430690310808
2.3438596210526312 2.7578947157894733 10.476890317375442
4.0 2.5508771684210525 34.33848148519939
2.0333333 2.3438596210526312 5.277128013768564
2.447368394736842 3.3789473578947367 20.577595810418163
3.3789473578947367 2.240350847368421 15.298748854717907
2.3438596210526312 2.861403489473684 11.442569614702535
2.447368394736842 2.3438596210526312 8.148106649508232
2.5508771684210525 3.5859649052631575 28.732567900226165
2.1368420736842104 2.9649122631578946 9.500496679672333
2.3438596210526312 2.9649122631578946 12.497257814197821
3.7929824526315787 2.654385942105263 34.42219696371854
3.689473678947368 2.1368420736842104 16.274716019902407
2.654385942105263 3.3789473578947367 27.073990332654816
2.0333333 2.240350847368421 4.903377592387819
4.0 2.0333333 16.756705190805807
2.861403489473684 2.3438596210526312 11.753232355546718
2.7578947157894733 3.4824561315789473 34.22098080063077
3.4824561315789473 2.5508771684210525 24.114804394968147
2.447368394736842 3.689473678947368 27.170398664948447
2.1368420736842104 3.5859649052631575 15.224826322096847
2.3438596210526312 3.4824561315789473 19.420953980626383
3.8964912263157894 2.654385942105263 36.972257812294195
3.068421036842105 3.689473678947368 62.583507230708484
3.171929810526316 2.9649122631578946 30.646465658140215
3.068421036842105 2.5508771684210525 17.460643002972816
3.8964912263157894 3.3789473578947367 99.05019777780822
2.0333333 2.447368394736842 5.679366834186568
2.447368394736842 2.861403489473684 12.94868507817535
3.689473678947368 2.9649122631578946 47.973317352011435
3.689473678947368 2.7578947157894733 36.61239743029423
3.068421036842105 2.3438596210526312 13.843958663669829
2.1368420736842104 2.3438596210526312 5.928437885000053
3.689473678947368 3.2754385842105265 71.95436176243619
2.7578947157894733 4.0 57.85098140280907
3.5859649052631575 3.068421036842105 50.32280314892956
3.068421036842105 3.171929810526316 35.031606191407604
2.1368420736842104 4.0 20.849214853966778
2.861403489473684 4.0 67.03728386362606
2.240350847368421 3.5859649052631575 18.039355205525702
4.0 2.1368420736842104 19.342255704040113
2.240350847368421 2.7578947157894733 9.249851148980007
3.5859649052631575 2.240350847368421 17.47881961312597
3.8964912263157894 2.9649122631578946 56.4021558938296
2.5508771684210525 2.0333333 6.713289842420915
2.9649122631578946 2.240350847368421 11.414900756214966
2.861403489473684 3.2754385842105265 31.296574752459158
3.3789473578947367 3.2754385842105265 53.94995472508615
2.654385942105263 3.068421036842105 19.99402666718355
2.9649122631578946 2.7578947157894733 20.03359901721707
3.2754385842105265 2.3438596210526312 16.13315412501721
2.1368420736842104 3.8964912263157894 19.273268220365548
2.9649122631578946 3.3789473578947367 39.346234972124044
4.0 3.3789473578947367 108.22535448533235
3.171929810526316 2.447368394736842 16.862558028114105
3.2754385842105265 2.447368394736842 18.241233085179058
2.447368394736842 3.5859649052631575 24.766362083044854
2.9649122631578946 3.171929810526316 31.41871700049406
3.5859649052631575 3.171929810526316 57.43431097659846
3.689473678947368 4.0 185.29242518328704
2.0333333 3.3789473578947367 11.000705643483982
2.1368420736842104 2.654385942105263 7.5048720470163035
2.7578947157894733 2.7578947157894733 16.408423743621338
2.654385942105263 2.7578947157894733 14.765503623818688
2.5508771684210525 3.689473678947368 31.657045318502686
2.861403489473684 3.171929810526316 28.06964149635581
2.7578947157894733 3.689473678947368 42.21820495466669
2.7578947157894733 2.0333333 7.867581917619202
2.240350847368421 2.447368394736842 7.200329885114043
3.689473678947368 3.068421036842105 54.91431143606382
2.0333333 3.2754385842105265 10.221585190273387
3.8964912263157894 3.7929824526315787 173.94621755754986
3.5859649052631575 2.9649122631578946 44.091841160899996
3.5859649052631575 2.7578947157894733 33.848938446395785
3.171929810526316 2.3438596210526312 14.963461459718362
3.4824561315789473 2.1368420736842104 14.385470319287572
2.861403489473684 3.8964912263157894 60.12519069019092
3.3789473578947367 2.861403489473684 32.5879481653846
2.1368420736842104 2.7578947157894733 8.11853433318766
3.689473678947368 2.5508771684210525 27.941941887360702
3.2754385842105265 2.654385942105263 23.31975657743245
2.240350847368421 2.9649122631578946 10.930909798961213
2.9649122631578946 3.5859649052631575 49.274010980691955
2.1368420736842104 3.2754385842105265 12.026778950395203
3.689473678947368 3.171929810526316 62.85955958329348
2.5508771684210525 3.068421036842105 17.69680072188398
2.861403489473684 2.240350847368421 10.541377810606674
3.3789473578947367 2.0333333 11.890192379624798
2.7578947157894733 2.5508771684210525 13.300242265203455
3.5859649052631575 3.3789473578947367 74.81429648898073
4.0 2.654385942105263 39.636890534996276
3.2754385842105265 2.5508771684210525 20.62476945855596
2.861403489473684 3.4824561315789473 38.906010067767646
2.5508771684210525 3.171929810526316 19.498028313744367
3.7929824526315787 3.689473678947368 136.8152618483841
3.3789473578947367 3.171929810526316 47.561721727653335
3.7929824526315787 4.0 206.97759398365224
4.0 3.689473678947368 166.45026508914026
2.9649122631578946 2.9649122631578946 25.088443116768307
3.7929824526315787 3.7929824526315787 157.05947522737694
2.447368394736842 3.7929824526315787 29.80779175951836
2.447368394736842 3.171929810526316 17.097280897254834
3.4824561315789473 2.9649122631578946 40.42438502882222
3.2754385842105265 3.068421036842105 38.11216786842249
2.654385942105263 2.654385942105263 13.3464039001588
2.9649122631578946 2.5508771684210525 15.997209859323428
2.3438596210526312 3.068421036842105 13.649159072963057
3.4824561315789473 3.689473678947368 99.83270960556322
3.4824561315789473 3.3789473578947367 67.76463446244864
2.240350847368421 2.0333333 5.1559566960447265
3.689473678947368 2.447368394736842 24.410169417393302
3.171929810526316 2.240350847368421 13.278245120530995
2.9649122631578946 2.654385942105263 17.90200233817316
2.654385942105263 3.7929824526315787 40.55909657370172
2.447368394736842 3.8964912263157894 32.70119296133252
2.3438596210526312 3.171929810526316 14.90723374430185
3.068421036842105 3.5859649052631575 55.726264015390164
2.654385942105263 3.5859649052631575 33.137540472062994
3.4824561315789473 3.2754385842105265 59.55430769426246
2.240350847368421 2.861403489473684 10.055311460283972
2.5508771684210525 3.3789473578947367 23.66914494537545
2.7578947157894733 2.654385942105263 14.772813238523003
3.171929810526316 2.5508771684210525 19.002679561609092
2.3438596210526312 3.7929824526315787 25.30137113210415
2.654385942105263 2.861403489473684 16.33549373269071
3.3789473578947367 2.447368394736842 19.684434788524253
3.7929824526315787 3.3789473578947367 90.43691886823437
3.068421036842105 2.1368420736842104 10.976410860056424
4.0 2.9649122631578946 60.96141674226187
2.9649122631578946 2.0333333 9.115015368111669
2.9649122631578946 2.447368394736842 14.295089367603644
2.1368420736842104 3.4824561315789473 14.074014938669293
3.171929810526316 2.1368420736842104 11.78282137161488
3.068421036842105 2.447368394736842 15.547489185532548
2.5508771684210525 3.7929824526315787 34.87918385080521
3.4824561315789473 3.4824561315789473 77.10686030309925
3.2754385842105265 2.9649122631578946 33.707670714397494
3.8964912263157894 2.7578947157894733 42.5613978756732
4.0 2.240350847368421 22.32675525769522
2.447368394736842 4.0 35.87545262398809
3.068421036842105 2.654385942105263 19.609214738091534
3.689473678947368 3.8964912263157894 161.87205272693157
2.9649122631578946 3.689473678947368 55.141081947700606
3.4824561315789473 2.861403489473684 35.526588218990334
2.654385942105263 2.240350847368421 8.908985670131933
3.5859649052631575 2.447368394736842 22.76802090211589
2.0333333 2.7578947157894733 7.079568615436231
3.7929824526315787 3.2754385842105265 78.78003360068406
3.2754385842105265 3.5859649052631575 70.4268400453924
3.689473678947368 2.240350847368421 18.629414711779276
3.8964912263157894 2.861403489473684 48.9954548712738
2.861403489473684 3.689473678947368 48.3656001132935
2.7578947157894733 2.447368394736842 11.9744588560703
2.1368420736842104 2.1368420736842104 5.066074767914489
2.7578947157894733 3.068421036842105 22.484220204552344
2.861403489473684 2.5508771684210525 14.61090806168118
2.1368420736842104 2.240350847368421 5.4803202080122215
4.0 2.861403489473684 52.81247978489743
3.8964912263157894 3.689473678947368 151.1036930647199
2.447368394736842 2.447368394736842 8.93903211498384
3.4824561315789473 3.7929824526315787 113.59593177620872
3.171929810526316 3.7929824526315787 79.7097594637341
3.5859649052631575 3.7929824526315787 126.94364335378697
3.7929824526315787 2.7578947157894733 39.51556367509808
3.2754385842105265 4.0 115.10066759659388
3.689473678947368 3.7929824526315787 141.41194076396562
3.4824561315789473 2.7578947157894733 31.222205843868977
2.1368420736842104 3.068421036842105 10.277338240152899
2.5508771684210525 2.861403489473684 14.578165892105998
3.5859649052631575 2.5508771684210525 25.985547524922286
2.654385942105263 2.5508771684210525 12.063692617895715
4.0 2.3438596210526312 25.771761472106895
3.8964912263157894 4.0 230.51267508839416
2.861403489473684 2.654385942105263 16.29060265743256
4.0 3.8964912263157894 221.77953773769374
3.4824561315789473 3.171929810526316 52.338739713976885
2.7578947157894733 2.861403489473684 18.225125127023876
3.5859649052631575 3.689473678947368 111.22550034775188
3.2754385842105265 2.7578947157894733 26.366890932936446
3.068421036842105 3.2754385842105265 39.342324810753595
2.240350847368421 2.3438596210526312 6.623562077009627
2.7578947157894733 2.3438596210526312 10.78083105830757
4.0 3.5859649052631575 144.20024549916448
2.0333333 3.8964912263157894 15.88298044641016
2.447368394736842 2.5508771684210525 9.806731623663161
2.3438596210526312 3.5859649052631575 21.211028384892092
2.5508771684210525 2.5508771684210525 10.899713415020178
3.4824561315789473 3.8964912263157894 129.25659102200692
2.654385942105263 3.8964912263157894 44.87167419162847
2.3438596210526312 2.3438596210526312 7.363219266906045
2.240350847368421 2.240350847368421 6.092995083280859
3.068421036842105 3.068421036842105 31.19321082963629
2.861403489473684 2.447368394736842 13.104403739753657
2.654385942105263 4.0 49.64280062552421
3.068421036842105 3.3789473578947367 44.183487136095955
2.861403489473684 2.7578947157894733 18.163397772541504
2.240350847368421 3.3789473578947367 15.26509261750084
3.171929810526316 3.689473678947368 70.73267956797659
2.447368394736842 2.7578947157894733 11.802985561603984
2.1368420736842104 2.861403489473684 8.782374876777647
