x_S,x_E,x_I,x_R,x_rzero,x_gamma,x_sigma,x_c,dI
10496247.561419,4052.97433319702,25369.026236745,475170.43801101,0.5,0.0555555555555556,0.192307692307692,0,-629.647245608704
10981885.6361609,144.913696234833,5409.37212830746,13400.0780144837,0.5,0.025,0.478,0,-272.536107415142
10938410.504667,668.887296837127,13253.1877981762,48507.420237858,0.947916666666667,0.025,0.478,0,-607.800215603169
10113875.3509333,14745.2278617925,51754.503092678,820464.91811225,0.625,0.083,0.204,0,-38.8125100071111
10998941.9792365,162.935822348353,1221.79798381793,513.286957306428,2.72,0.025,0.478,0,-36.7284598689665
10973885.486879,820.897640632165,2840.45667441417,23293.1588058993,1.23958333333333,0.036,0.142,0,0.0179742951843573
10999443.2584571,499.9002209888,422.058853503083,474.782468367313,3.0525,0.072,0.134,0,87.1298370578656
11000263.1331097,78.350221506127,211.785944397527,286.730724392316,3.045,0.029,0.277,0,-13.7988224600698
10115609.4496706,105013.994685283,400757.686060743,379458.869583375,3.21,0.029,0.277,0,-2026.60199700047
10974912.197619,269.728986854045,4151.33413429905,21506.7392597968,1.28125,0.025,0.478,0,-179.110512010759
10998699.4661338,602.554335676546,750.205773778781,787.773756754538,2.72,0.083,0.204,0,74.5927007309132
10946584.5810614,967.875744735986,6210.03504992401,47077.5081439271,1.60416666666667,0.044,0.423,0,-158.569399497931
10079319.4302583,5883.94549763148,25673.3830471497,889963.24119689,0.5,0.083,0.204,0,-295.013743292082
10827808.9087229,858.000273755904,15455.9732566299,156717.117746716,0.5,0.044,0.423,0,-693.85025403011
10968052.1480724,371.813698242497,6815.23462238486,25600.8036069586,0.5,0.044,0.423,0,-306.696056886902
10998445.6873501,61.3355290632631,687.562225233112,1645.41489560443,0.78,0.039,0.341,0,-26.3973975931012
10996486.5582206,4.66876400020291,42.9189185111804,4305.8540969062,1.08,0.039,0.341,0,-1.4986070274881
9024166.18941562,268254.316149795,975456.820423114,732962.674011483,3.66666666666667,0.029,0.277,0,-2633.42400776354
10983588.9614515,192.861663510833,7070.36459564403,9987.81228936881,0.5,0.025,0.478,0,-355.75873849921
10606147.4669052,23977.6463826846,44732.1501850595,325982.736526972,1.51041666666667,0.083,0.204,0,2125.38261642468
10762073.4476566,13231.4357411553,33310.6698056488,192224.446796463,1.52083333333333,0.0555555555555556,0.192307692307692,0,694.108153799307
10592388.5803397,21541.8130135754,53673.5835817162,333236.023064855,1.48958333333333,0.069,0.229,0,1160.06445364961
1492139.92443994,28516.6223105295,101887.326184853,9378296.12706475,2.8,0.072,0.134,0,-156.09960848589
10770005.5187928,3421.02597853599,7263.38993296011,220150.065295719,1.29166666666667,0.083,0.204,0,253.358540104066
10958926.2964423,15035.5178564269,13762.6243347029,13115.5613665296,3.1375,0.072,0.134,0,2134.398198394
10792566.2193459,2420.68464513034,6804.82334407874,199048.272664829,0.885416666666667,0.083,0.204,0,86.4936421284497
10994933.7456497,1189.04489295197,2500.17997447136,2217.02948283572,2.236,0.036,0.142,0,89.6284884087689
10987635.3533695,392.194024453427,3373.93886981705,9438.51373635241,1.4375,0.016,0.197,0,-112.044539258175
10997343.9090246,66.3465427714008,616.810694224498,2812.93373845554,0.86,0.039,0.341,0,-21.5042745860625
10971268.5098594,5822.30585241494,11450.0557222313,12299.1285659443,2.11,0.0555555555555556,0.192307692307692,0,483.422203541509
10934274.0232242,2930.31429384318,11200.7965881437,52434.8658937677,0.989583333333333,0.036,0.142,0,-58.8353588028144
10987555.9977695,2155.0320436299,5243.03583962916,5885.93434732155,1.70714285714286,0.036,0.142,0,123.061106486492
10998528.464521,230.21237642323,1242.71714627151,838.60595633744,2.46,0.016,0.197,0,-24.8104215113734
10919604.9846234,1039.95577471653,7178.149239303,73016.9103626193,0.5,0.036,0.142,0,-198.744774180423
7061802.4259828,419068.590873323,865244.599578772,2654724.38356512,1.13,0.072,0.134,0,32497.5086407087
