x_S,x_E,x_I,x_R,x_rzero,x_gamma,x_sigma,x_c,dI
10785468.7774137,2574.70911790509,8565.39401001161,204231.11945819,1.05208333333333,0.069,0.229,0,19.3183188193561
10991360.1383282,2458.05881760677,3312.60354145443,3709.19931274175,2.404,0.083,0.204,0,288.851393629982
10835648.737956,6518.05356284401,36456.2166168767,122216.991864216,0.5,0.069,0.229,0,-770.225642488989
10960779.8773875,2290.4892396206,6058.09461243862,31711.538760402,1.64583333333333,0.036,0.142,0,103.979844928176
10980065.269689,2678.21263837451,10871.8964144502,7224.62125819724,2.64,0.029,0.277,0,-59.7376513813204
10882965.4470502,2027.56189082794,9372.03620114571,106474.954857798,0.75,0.0555555555555556,0.192307692307692,0,-130.506556733208
10984058.9250276,1821.0324641185,6323.40132729522,8636.64118107655,0.833333333333333,0.036,0.142,0,-1.40164243201404
9340473.52433912,225431.754502126,804969.906622185,629964.814536591,3.69333333333333,0.029,0.277,0,-1391.0806948687
10972077.9626945,977.642153936579,3106.14913793223,24678.2460136687,1.375,0.036,0.142,0,15.5294913442899
10794673.8937844,2408.73893475327,9224.24276947048,194533.124511269,0.885416666666667,0.069,0.229,0,-49.5889935174353
10987494.5276799,3371.47370719269,4630.01215690303,5343.98645599916,2.334,0.083,0.204,0,392.161261426401
10994358.2212687,96.8904292168281,2290.28540427248,4094.60289786934,0.5,0.016,0.197,0,-108.566399293921
10848185.0849313,10948.7057001175,44929.435087914,96776.7742805948,0.5,0.069,0.229,0,-391.276263523878
10954163.76887,2769.74400054458,7918.83693733496,35987.650192116,1.46875,0.036,0.142,0,92.6647340945759
10924250.9950885,1961.56372255319,10052.0983699726,64575.3428190198,0.666666666666667,0.036,0.142,0,-181.308891412049
9412267.1792708,214584.937728065,766809.281792718,607178.601208437,3.7,0.029,0.277,0,-1394.81376363464
10146218.9310576,10837.2520190456,54988.644830637,788795.172092558,0.59375,0.069,0.229,0,-970.204365362775
10983006.2491534,230.43102155978,3773.37015746147,13829.9496675922,0.6875,0.016,0.197,0,-165.378316144889
10969354.0267663,439.954750747867,8056.60094664825,22989.4175362756,0.5,0.044,0.423,0,-362.620216418827
10973327.1462645,317.391795466741,4502.36413957331,22693.0978004295,1.39583333333333,0.025,0.478,0,-189.127180918164
10869427.2531443,2291.76463885085,7700.00642155289,121420.975795205,1.09375,0.0555555555555556,0.192307692307692,0,13.4329574216152
10985464.6117271,2103.84934262115,5968.05916947039,7303.47976094456,1.25714285714286,0.036,0.142,0,72.9116998600683
10926511.5905535,206.36793299391,7741.29715556033,66380.7443578064,0.5,0.025,0.478,0,-390.24410224537
10157723.0414968,12924.6569258762,61494.6802909112,768697.621286291,0.645833333333333,0.069,0.229,0,-930.811200596988
4547087.10122789,306351.439341846,496333.019367039,5651068.44006326,2.93,0.072,0.134,0,31341.5439049977
10999932.3223388,316.462454308181,393.608906403524,197.606300508808,2.98,0.036,0.142,0,38.9400938670724
10998466.5814674,61.359778735188,693.575304587367,1618.48344927218,0.772,0.039,0.341,0,-26.7343717513017
10999663.0,297.0,466.0,414.0,3.0,0.016,0.197,0,31.2776508263779
10984104.7755624,311.231499252476,3964.18602120332,12459.8069172311,0.916666666666667,0.016,0.197,0,-160.36721419793
10786075.5021143,2555.35145131235,8569.14147505015,203640.004959209,1.04166666666667,0.069,0.229,0,14.9608324125831
10962087.3081081,316.80082611498,3457.81261481971,34978.078450905,0.895833333333333,0.044,0.423,0,-131.056870472379
5564502.65649181,227802.69398917,348624.00033975,4859910.64917931,2.67,0.072,0.134,0,24418.2074617843
