date,CompleteVaccinationsDaily,CompleteVaccinationsTotal,mask_mandate,school_closed,travel_restriction,value_cases_14,value_cases_Delta_14,value_deaths_14,value_deaths_Delta_14,value_hosp_14,value_hosp_Delta_14,value_cases_15,value_cases_Delta_15,value_deaths_15,value_deaths_Delta_15,value_hosp_15,value_hosp_Delta_15,value_cases_16,value_cases_Delta_16,value_deaths_16,value_deaths_Delta_16,value_hosp_16,value_hosp_Delta_16,value_cases_17,value_cases_Delta_17,value_deaths_17,value_deaths_Delta_17,value_hosp_17,value_hosp_Delta_17,value_cases_18,value_cases_Delta_18,value_deaths_18,value_deaths_Delta_18,value_hosp_18,value_hosp_Delta_18,value_cases_19,value_cases_Delta_19,value_deaths_19,value_deaths_Delta_19,value_hosp_19,value_hosp_Delta_19,value_cases_20,value_cases_Delta_20,value_deaths_20,value_deaths_Delta_20,value_hosp_20,value_hosp_Delta_20,value_cases_21,value_cases_Delta_21,value_deaths_21,value_deaths_Delta_21,value_hosp_21,value_hosp_Delta_21,value_cases_22,value_cases_Delta_22,value_deaths_22,value_deaths_Delta_22,value_hosp_22,value_hosp_Delta_22,value_cases_23,value_cases_Delta_23,value_deaths_23,value_deaths_Delta_23,value_hosp_23,value_hosp_Delta_23,value_cases_24,value_cases_Delta_24,value_deaths_24,value_deaths_Delta_24,value_hosp_24,value_hosp_Delta_24,value_cases_25,value_cases_Delta_25,value_deaths_25,value_deaths_Delta_25,value_hosp_25,value_hosp_Delta_25,value_cases_26,value_cases_Delta_26,value_deaths_26,value_deaths_Delta_26,value_hosp_26,value_hosp_Delta_26,value_cases_27,value_cases_Delta_27,value_deaths_27,value_deaths_Delta_27,value_hosp_27,value_hosp_Delta_27,value_cases_tot,value_deaths_tot,value_hosp_tot,value_deaths
2020-08-30,0.0,0.0,1.0,1.0,1.0,606.2240534212862,0.0,6.35967341137673,0.0,71.39301265272763,0.0,605.7000048305707,-0.524048590715438,6.270805033773787,-0.0888683776029433,73.6681336056224,2.275120952894767,593.2922669952287,-12.931786426057442,6.237852644280232,-0.12182076709649792,75.20193907932021,3.8089264265925777,584.8022140196935,-21.421839401592706,6.123747017368987,-0.23592639400774296,75.23217258347238,3.839159930744742,575.8293943700604,-30.394659051225744,6.770653844851854,0.4109804334751237,75.26859432049213,3.875581667764493,594.3500639518658,-11.873989469420394,6.567055192910506,0.20738178153377618,74.65061608627987,3.2576034335522337,596.5295175061227,-9.694535915163442,6.667125156958096,0.3074517455813659,75.1183784130766,3.7253657603489643,610.8985219129329,4.674468491646735,6.2233107383437,-0.1363626730330303,72.28724572186552,0.8942330691378828,618.5800203153324,12.355966894046219,6.061620323300747,-0.2980530880759833,73.59611842093899,2.2031057682113584,600.1255269534782,-6.098526467807915,6.07593878386727,-0.2837346275094603,77.6848559386635,6.291843285935869,606.0232877856948,-0.2007656355913241,6.895858296741797,0.536184885365067,80.26644254407222,8.873429891344585,562.7462536513746,-43.4777997699116,7.49924929572859,1.13957588435186,80.66951066004924,9.276498007321607,594.6395150411886,-11.58453838009757,8.106464845167391,1.7467914337906612,78.5105928452752,7.117580192547564,572.415196806244,-33.808856615042146,9.326854658278185,2.967181246901455,81.70317941419117,10.310166761463535,8875.155837561073,108.18620924294787,1153.2507922860468,5.561672373206605
2020-08-31,0.0,0.0,1.0,1.0,1.0,590.4238015145966,0.0,6.435615564035945,0.0,73.4811853832561,0.0,606.2240534212862,15.800251906689596,6.35967341137673,-0.07594215265921544,71.39301265272763,-2.08817273052847,605.7000048305707,15.276203315974158,6.270805033773787,-0.16481053026215875,73.6681336056224,0.18694822236629705,593.2922669952287,2.8684654806321532,6.237852644280232,-0.19776291975571336,75.20193907932021,1.7207536960641079,584.8022140196935,-5.62158749490311,6.123747017368987,-0.3118685466669584,75.23217258347238,1.7509872002162723,575.8293943700604,-14.594407144536149,6.770653844851854,0.33503828081590825,75.26859432049213,1.7874089372360231,594.3500639518658,3.9262624372692017,6.567055192910506,0.13143962887456073,74.65061608627987,1.1694307030237638,596.5295175061227,6.105715991526154,6.667125156958096,0.23150959292215045,75.1183784130766,1.6371930298204944,610.8985219129329,20.47472039833633,6.2233107383437,-0.21230482569224574,72.28724572186552,-1.193939661390587,618.5800203153324,28.156218800735815,6.061620323300747,-0.37399524073519874,73.59611842093899,0.11493303768288854,600.1255269534782,9.701725438881681,6.07593878386727,-0.35967678016867577,77.6848559386635,4.203670555407399,606.0232877856948,15.599486271098272,6.895858296741797,0.4602427327058516,80.26644254407222,6.785257160816116,562.7462536513746,-27.677547863222003,7.49924929572859,1.0636337316926445,80.66951066004924,7.188325276793137,594.6395150411886,4.215713526592026,8.106464845167391,1.6708492811314457,78.5105928452752,5.029407462019094,9465.57963907567,114.62182480698381,1226.731977669303,5.555543915959698
2020-09-01,0.0,0.0,1.0,1.0,1.0,584.3540200234194,0.0,6.443070182862581,0.0,73.3096893954692,0.0,590.4238015145966,6.069781491177196,6.435615564035945,-0.00745461882663534,73.4811853832561,0.17149598778689779,606.2240534212862,21.87003339786679,6.35967341137673,-0.08339677148585078,71.39301265272763,-1.916676742741572,605.7000048305707,21.345984807151353,6.270805033773787,-0.1722651490887941,73.6681336056224,0.35844421015319483,593.2922669952287,8.938246971809349,6.237852644280232,-0.2052175385823487,75.20193907932021,1.8922496838510057,584.8022140196935,0.4481939962740853,6.123747017368987,-0.31932316549359374,75.23217258347238,1.92248318800317,575.8293943700604,-8.524625653358953,6.770653844851854,0.3275836619892729,75.26859432049213,1.958904925022921,594.3500639518658,9.996043928446397,6.567055192910506,0.12398501004792539,74.65061608627987,1.3409266908106616,596.5295175061227,12.17549748270335,6.667125156958096,0.2240549740955151,75.1183784130766,1.8086890176073922,610.8985219129329,26.544501889513526,6.2233107383437,-0.21975944451888108,72.28724572186552,-1.0224436736036893,618.5800203153324,34.22600029191301,6.061620323300747,-0.3814498595618341,73.59611842093899,0.2864290254697863,600.1255269534782,15.771506930058877,6.07593878386727,-0.3671313989953111,77.6848559386635,4.375166543194297,606.0232877856948,21.669267762275467,6.895858296741797,0.45278811387921625,80.26644254407222,6.956753148603013,562.7462536513746,-21.607766372044807,7.49924929572859,1.0561791128660092,80.66951066004924,7.3598212645800345,10049.93365909909,121.0648949898464,1300.0416670647721,5.550052429151987
2020-09-02,0.0,0.0,1.0,1.0,1.0,576.7197609786451,0.0,6.506195538888955,0.0,73.38793283178542,0.0,584.3540200234194,7.6342590447742396,6.443070182862581,-0.06312535602637404,73.3096893954692,-0.07824343631621389,590.4238015145966,13.704040535951435,6.435615564035945,-0.07057997485300938,73.4811853832561,0.0932525514706839,606.2240534212862,29.50429244264103,6.35967341137673,-0.14652212751222482,71.39301265272763,-1.994920179057786,605.7000048305707,28.980243851925593,6.270805033773787,-0.23539050511516812,73.6681336056224,0.28020077383698094,593.2922669952287,16.57250601658359,6.237852644280232,-0.26834289460872274,75.20193907932021,1.8140062475347918,584.8022140196935,8.082453041048325,6.123747017368987,-0.3824485215199678,75.23217258347238,1.8442397516869562,575.8293943700604,-0.8903666085847135,6.770653844851854,0.2644583059628989,75.26859432049213,1.880661488706707,594.3500639518658,17.630302973220637,6.567055192910506,0.06085965402155136,74.65061608627987,1.2626832544944477,596.5295175061227,19.80975652747759,6.667125156958096,0.16092961806914108,75.1183784130766,1.7304455812911783,610.8985219129329,34.178760934287766,6.2233107383437,-0.2828848005452551,72.28724572186552,-1.1006871099199032,618.5800203153324,41.86025933668725,6.061620323300747,-0.4445752155882081,73.59611842093899,0.20818558915357244,600.1255269534782,23.405765974833116,6.07593878386727,-0.43025675502168514,77.6848559386635,4.296923106878083,606.0232877856948,29.303526807049707,6.895858296741797,0.3896627578528422,80.26644254407222,6.8785097122867995,10626.653420077735,127.57109052873535,1373.4295998965576,5.594334305723902
2020-09-03,0.0,0.0,1.0,1.0,1.0,588.540709713989,0.0,6.561118610890185,0.0,72.89988792770644,0.0,576.7197609786451,-11.820948735343904,6.506195538888955,-0.054923072001230366,73.38793283178542,0.4880449040789756,584.3540200234194,-4.186689690569665,6.443070182862581,-0.1180484280276044,73.3096893954692,0.4098014677627617,590.4238015145966,1.8830918006075308,6.435615564035945,-0.12550304685423974,73.4811853832561,0.5812974555496595,606.2240534212862,17.683343707297126,6.35967341137673,-0.2014451995134552,71.39301265272763,-1.5068752749788104,605.7000048305707,17.15929511658169,6.270805033773787,-0.2903135771163985,73.6681336056224,0.7682456779159565,593.2922669952287,4.751557281239684,6.237852644280232,-0.3232659666099531,75.20193907932021,2.3020511516137674,584.8022140196935,-3.7384956942955796,6.123747017368987,-0.43737159352119814,75.23217258347238,2.332284655765932,575.8293943700604,-12.711315343928618,6.770653844851854,0.2095352339616685,75.26859432049213,2.3687063927856826,594.3500639518658,5.809354237876732,6.567055192910506,0.005936582020320991,74.65061608627987,1.7507281585734233,596.5295175061227,7.988807792133684,6.667125156958096,0.10600654606791071,75.1183784130766,2.218490485370154,610.8985219129329,22.35781219894386,6.2233107383437,-0.3378078725464855,72.28724572186552,-0.6126422058409275,618.5800203153324,30.039310601343345,6.061620323300747,-0.4994982875894385,73.59611842093899,0.696230493232548,600.1255269534782,11.584817239489212,6.07593878386727,-0.4851798270229155,77.6848559386635,4.7849680109570585,11215.194129791724,134.13220913962553,1446.329487824264,5.438073689933696
2020-09-04,0.0,0.0,1.0,1.0,1.0,604.7778089882896,0.0,6.554434024491991,0.0,72.96552261634577,0.0,588.540709713989,-16.23709927430059,6.561118610890185,0.006684586398193915,72.89988792770644,-0.06563468863932087,576.7197609786451,-28.058048009644494,6.506195538888955,-0.04823848560303645,73.38793283178542,0.42241021543965473,584.3540200234194,-20.423788964870255,6.443070182862581,-0.11136384162941049,73.3096893954692,0.34416677912344085,590.4238015145966,-14.35400747369306,6.435615564035945,-0.11881846045604583,73.4811853832561,0.5156627669103386,606.2240534212862,1.4462444329965365,6.35967341137673,-0.19476061311526127,71.39301265272763,-1.5725099636181312,605.7000048305707,0.9221958422810985,6.270805033773787,-0.2836289907182046,73.6681336056224,0.7026109892766357,593.2922669952287,-11.485541993060906,6.237852644280232,-0.3165813802117592,75.20193907932021,2.2364164629744465,584.8022140196935,-19.97559496859617,6.123747017368987,-0.43068700712300423,75.23217258347238,2.266649967126611,575.8293943700604,-28.948414618229208,6.770653844851854,0.21621982035986242,75.26859432049213,2.3030717041463618,594.3500639518658,-10.427745036423858,6.567055192910506,0.012621168418514905,74.65061608627987,1.6850934699341025,596.5295175061227,-8.248291482166906,6.667125156958096,0.11269113246610463,75.1183784130766,2.152855796730833,610.8985219129329,6.120712924643271,6.2233107383437,-0.33112328614829156,72.28724572186552,-0.6782768944802484,618.5800203153324,13.802211327042755,6.061620323300747,-0.49281370119124457,73.59611842093899,0.6305958045932272,11819.971938780014,140.68664316411753,1519.29501044061,5.4929431948051075
2020-09-05,0.0,0.0,1.0,1.0,1.0,613.2058107503842,0.0,6.494696872221682,0.0,72.96923736079913,0.0,604.7778089882896,-8.428001762094596,6.554434024491991,0.0597371522703094,72.96552261634577,-0.003714744453361618,588.540709713989,-24.665101036395185,6.561118610890185,0.06642173866850332,72.89988792770644,-0.06934943309268249,576.7197609786451,-36.48604977173909,6.506195538888955,0.01149866666727295,73.38793283178542,0.4186954709862931,584.3540200234194,-28.85179072696485,6.443070182862581,-0.051626689359101086,73.3096893954692,0.34045203467007923,590.4238015145966,-22.782009235787655,6.435615564035945,-0.059081308185736425,73.4811853832561,0.511948022456977,606.2240534212862,-6.981757329098059,6.35967341137673,-0.13502346084495187,71.39301265272763,-1.5762247080714928,605.7000048305707,-7.505805919813497,6.270805033773787,-0.22389183844789518,73.6681336056224,0.6988962448232741,593.2922669952287,-19.9135437551555,6.237852644280232,-0.2568442279414498,75.20193907932021,2.232701718521085,584.8022140196935,-28.403596730690765,6.123747017368987,-0.3709498548526948,75.23217258347238,2.2629352226732493,575.8293943700604,-37.3764163803238,6.770653844851854,0.2759569726301718,75.26859432049213,2.299356959693,594.3500639518658,-18.855746798518453,6.567055192910506,0.0723583206888243,74.65061608627987,1.6813787254807409,596.5295175061227,-16.6762932442615,6.667125156958096,0.17242828473641403,75.1183784130766,2.1491410522774714,610.8985219129329,-2.307288837451324,6.2233107383437,-0.27138613387798216,72.28724572186552,-0.68199163893361,12433.177749530398,147.1813400363392,1592.264247801409,5.444971191571797
2020-09-06,0.0,0.0,1.0,1.0,1.0,605.6357386494728,0.0,6.229479258748552,0.0,71.80306964445425,0.0,613.2058107503842,7.570072100911375,6.494696872221682,0.2652176134731299,72.96923736079913,1.166167716344873,604.7778089882896,-0.8579296611832206,6.554434024491991,0.3249547657434393,72.96552261634577,1.1624529718915113,588.540709713989,-17.09502893548381,6.561118610890185,0.3316393521416332,72.89988792770644,1.0968182832521904,576.7197609786451,-28.915977670827715,6.506195538888955,0.27671628014040284,73.38793283178542,1.584863187331166,584.3540200234194,-21.281718626053475,6.443070182862581,0.2135909241140288,73.3096893954692,1.5066197510149522,590.4238015145966,-15.21193713487628,6.435615564035945,0.20613630528739346,73.4811853832561,1.67811573880185,606.2240534212862,0.5883147718133159,6.35967341137673,0.13019415262817802,71.39301265272763,-0.4100569917266199,605.7000048305707,0.06426618109787796,6.270805033773787,0.04132577502523471,73.6681336056224,1.865063961168147,593.2922669952287,-12.343471654244127,6.237852644280232,0.0083733855316801,75.20193907932021,3.398869434865958,584.8022140196935,-20.83352462977939,6.123747017368987,-0.10573224137956494,75.23217258347238,3.4291029390181222,575.8293943700604,-29.80634427941243,6.770653844851854,0.5411745861033017,75.26859432049213,3.465524676037873,594.3500639518658,-11.285674697607078,6.567055192910506,0.3375759341619542,74.65061608627987,2.847546441825614,596.5295175061227,-9.106221143350126,6.667125156958096,0.4376458982095439,75.1183784130766,3.3153087686223444,13038.81348817987,153.41081929508775,1664.0673174458634,5.4503102211604135
2020-09-07,0.0,0.0,1.0,1.0,1.0,591.7025960334198,0.0,6.152848792095387,0.0,72.45404588437819,0.0,605.6357386494728,13.933142616053033,6.229479258748552,0.07663046665316475,71.80306964445425,-0.6509762399239349,613.2058107503842,21.503214716964408,6.494696872221682,0.34184808012629464,72.96923736079913,0.515191476420938,604.7778089882896,13.075212954869812,6.554434024491991,0.40158523239660404,72.96552261634577,0.5114767319675764,588.540709713989,-3.161886319430778,6.561118610890185,0.40826981879479796,72.89988792770644,0.4458420433282555,576.7197609786451,-14.982835054774682,6.506195538888955,0.3533467467935676,73.38793283178542,0.9338869474072311,584.3540200234194,-7.348576010000443,6.443070182862581,0.29022139076719355,73.3096893954692,0.8556435110910172,590.4238015145966,-1.278794518823247,6.435615564035945,0.2827667719405582,73.4811853832561,1.027139498877915,606.2240534212862,14.521457387866349,6.35967341137673,0.20682461928134277,71.39301265272763,-1.0610332316505549,605.7000048305707,13.99740879715091,6.270805033773787,0.11795624167839946,73.6681336056224,1.214087721244212,593.2922669952287,1.5896709618089062,6.237852644280232,0.08500385218484485,75.20193907932021,2.747893194942023,584.8022140196935,-6.900382013726357,6.123747017368987,-0.029101774726400187,75.23217258347238,2.7781266990941873,575.8293943700604,-15.873201663359396,6.770653844851854,0.6178050527564665,75.26859432049213,2.814548436113938,594.3500639518658,2.6474679184459546,6.567055192910506,0.41420640081511895,74.65061608627987,2.196570201901679,13630.51608421329,159.56366808718315,1736.5213633302417,5.309982930390323
2020-09-08,0.0,0.0,1.0,1.0,1.0,587.8881438856513,0.0,5.929106071243933,0.0,73.23828689166517,0.0,591.7025960334198,3.8144521477685203,6.152848792095387,0.22374272085145375,72.45404588437819,-0.7842410072869797,605.6357386494728,17.747594763821553,6.229479258748552,0.3003731875046185,71.80306964445425,-1.4352172472109146,613.2058107503842,25.317666864732928,6.494696872221682,0.5655908009777484,72.96923736079913,-0.26904953086604166,604.7778089882896,16.889665102638332,6.554434024491991,0.6253279532480578,72.96552261634577,-0.2727642753194033,588.540709713989,0.6525658283377425,6.561118610890185,0.6320125396462517,72.89988792770644,-0.33839896395872415,576.7197609786451,-11.168382907006162,6.506195538888955,0.5770894676450213,73.38793283178542,0.14964594012025145,584.3540200234194,-3.5341238622319224,6.443070182862581,0.5139641116186473,73.3096893954692,0.07140250380403756,590.4238015145966,2.5356576289452732,6.435615564035945,0.506509492792012,73.4811853832561,0.24289849159093535,606.2240534212862,18.33590953563487,6.35967341137673,0.4305673401327965,71.39301265272763,-1.8452742389375345,605.7000048305707,17.81186094491943,6.270805033773787,0.3416989625298532,73.6681336056224,0.4298467139572324,593.2922669952287,5.4041231095774265,6.237852644280232,0.3087465730362986,75.20193907932021,1.9636521876550432,584.8022140196935,-3.085929865957837,6.123747017368987,0.19464094612505356,75.23217258347238,1.9938856918072076,575.8293943700604,-12.058749515590875,6.770653844851854,0.8415477736079202,75.26859432049213,2.0303074288269585,14218.404228098942,165.49277415842707,1809.759650221907,5.183546863694882
