x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
5.7526051298614185,-9.393500369727562,0.9601690753538712,1.184226574709788,-1.9017032175394029,2.0414308421486567,0.837690041542011,3.162464702560799,4.272139106827444,-9.731830997235331,-4.564586180197566,-9.57311123019018,3.2423524991385104,-3.311364366316405,-3.962189614539695,6.72685575438177,-0.9875680056830127,-3.224522738154647,9.341134030944595,-3.4486760764595754,1.1862492143213403
4.675503622944813,-3.1869156955627638,4.156986156481237,7.4993544070694504,1.9302089700277811,9.993506841008443,-2.328105074158209,-4.565808543628032,9.93529485698459,-2.210139793990498,-7.8661992145354365,0.5433041124349742,-6.8160653756170735,-7.864149970938772,-6.815864871667698,-8.796505536142757,9.255234281371681,-8.78752001551665,3.4583264119529105,-2.740724259227953,-44.09670719255744
5.766323081114546,-6.433751569362595,-8.689787376837902,-3.1548166859918236,-3.0505788059136707,-2.447971336742169,2.001982184721445,-4.477482659825833,5.125311717659397,-6.037029899683151,-8.641937945911796,-3.269166599512154,4.045408325722429,-1.9109710676737919,-4.231375429378219,-3.557788635525516,3.59477078810049,2.7653096208830608,3.3604511627409455,4.403402697820663,95.9004050241512
-2.2505690554117823,-3.7707709486011165,-6.530342985270108,-1.3602696667502467,-6.1329240240412215,-8.360788377541347,-4.576727918648393,6.370512213288485,-7.413659562198188,4.651569470837199,4.3054463529164835,2.3586708538218595,-1.685754482089159,2.6175159886034756,-6.747971763975473,-4.541169788692412,-6.564616490189428,-7.298534592178978,-1.4575524769606467,9.384142987661047,-93.79968296897046
-9.92903984099749,-4.013906436768437,-7.445058498080989,8.919831245412556,0.73754861350033,3.7831347942315965,3.454739987244677,-7.1701876723690035,1.6302274637300762,2.6913269363592534,7.15847614903009,-4.500197185698578,8.038227367593095,6.946554141192852,4.038679260339801,-1.8523127003729911,9.5175472007395,-4.199600073650906,-0.5066123073099789,4.255398302292123,-71.24487603680642
-9.178057343958342,-9.081940794528187,1.3296184420445751,9.37358630314624,2.8674284538260046,0.4618214671506067,-5.519820549291115,5.138203337815014,4.0771904139823505,0.9411481936692176,4.296489890455353,5.633621906902231,0.3662007879590661,-4.239159191586966,-2.214902431452675,-0.7713036256403942,1.4011191535787475,-2.687140645451562,-5.8046613300315535,3.9168526060076267,-70.47692603354199
-4.375232465826382,6.1539426012828855,5.808584721668451,1.8689454145075288,7.0962378576348435,-5.487551579522996,-2.9086040808979803,-7.238571124378128,-4.0951204052745265,-3.4077700698496756,2.302992181748273,1.518829167251896,-1.6121843761024213,5.448780719250637,8.652316067690624,-0.7510080293083288,-6.74119584426877,-1.7946650578233925,-5.437180162228459,-8.307604026927446,1.3681087368151665
-3.7435606816414024,2.2477143899383663,6.834649290370741,2.1583546105429203,2.836261376108366,-6.253707582223984,1.7501430660531057,-2.457964049186443,-9.01292193437377,-2.3027540611454533,8.926940046587955,2.799090423479516,-2.3493491829806734,1.736644143953816,-6.4909728252015935,-1.4400297061251965,6.464554956656755,-5.934383982394822,8.639201263101658,-4.85651901352695,20.689649320214745
-3.99031502159726,5.708942504724535,-2.7818530829591985,0.9664535193935802,-1.6761007665876342,-3.8159604881448423,-5.871372002842188,-9.69684998486378,-2.198250911596425,1.2715800026606203,1.9976196756930307,6.263617173764434,1.7438346920729053,-2.7907045932629915,4.5099893555485195,4.074812523218956,-9.551710272738527,-6.35113075722983,3.953169053703647,-1.3773486045848458,-60.954116470003
-0.6354338635942387,0.20933580569198895,7.365422044827394,3.623291427108102,4.533653169800925,9.228293960675849,-3.686012141888866,-1.3545575751803245,7.4367889650930294,-4.845920659087321,6.933471031117083,3.276669851334308,8.58952023772768,-3.428874726175694,-6.592143651544216,2.31043928557121,-1.3117439406102953,-4.109957260731343,-8.005609475942418,2.2440421448335286,-66.31611691384396
8.659784536268916,0.11882928485335498,-4.7745460801426205,8.433076012731608,3.7888848170328764,-4.244664361067693,-1.589622310150924,-7.5931499769320965,-5.6018740617368685,3.502087275956484,7.150934768627447,-1.891209010278354,-9.691925668355069,3.9448175419270637,-9.897409063398278,7.957109995685872,-1.3176155125147755,1.3889120800933714,0.10545838409514907,-5.705027941188677,106.75419099502024
-8.672652474139944,6.9831607241627935,-3.1906097831861446,-9.579018860815932,5.937861294554732,-0.2319595442858553,-7.7833821204843145,-6.6314739975075305,4.2701322347106405,1.4853126397941239,-9.4922794419331,-7.538822686996607,-9.216522669730294,-1.419367353746141,-5.859530721357911,8.411341583445598,6.666376092343086,-7.27279358616787,-1.01067415098467,-9.390344164484524,-135.23387538221093
-5.070689854941448,-3.7859790242322156,5.356179711449961,8.768447950469625,-2.231645323243616,9.554359308154197,0.828804113108653,-2.3277969661247644,-0.13516281323358648,-3.1870276450722734,-4.603362828260185,8.991203462245313,4.807085603716946,-3.8480844693323597,-1.991223991461009,-8.931576481659032,-2.422203833377841,9.618852304933252,7.882841866774662,6.229855203227459,-21.625697359212225
4.447762985627417,5.503141842216433,7.528178571850297,-8.785028863672665,6.6492703838916825,0.41995113710479437,-2.370763623335841,5.985077505776816,-2.7717029517829994,1.5994628005642646,-5.072560857531241,9.055693041239902,3.257774538016079,-3.3494553078902456,5.126644420557643,-6.682335513557788,-3.7942620470059563,-3.6211421956703376,7.183900562725697,2.677714336716585,-6.820691639726756
