x1,x2,x3,x4,x5,x6,x7,x8,y
-1.8831470359723546,4.997908743881238,-0.21967546771760738,2.3592189990893484,0.30155837418635656,-7.687500791120234,-3.364989406021852,10.787351248199228,-2.2368218459717175
2.0293468248562068,2.457838536421642,3.1599006142485297,2.908474287393088,1.853364892172383,4.305271941631467,16.100484047246933,10.659923280400987,25.796797236995303
0.18207395295196527,-0.04800945691496494,-4.617375869187318,2.928746905544921,2.2351385027817274,1.7885348123822984,-0.2884041820429213,4.275395462443063,10.623289460890021
-3.4977247323476615,0.2594223227437995,-4.559935923195892,-2.1134883038935848,1.3306763721128325,0.48010399976657037,-7.141359406931057,6.012824793180135,2.8634279730455257
-0.7884474118781135,2.126742953691947,4.878898983245167,0.7217136661388555,-4.037632702244613,0.4903459138429038,9.862017102187405,-0.8574659321475362,15.105658838617236
0.6044542937087432,-3.717741146823305,-3.226198983171992,-4.727207213572504,2.6382688280699362,-5.525920209004491,17.8464569944452,16.391677440809694,43.316580622277726
2.6793091016370507,-4.810974363111624,4.815899725359172,0.7276719228099342,0.21861690529077382,-11.18176533590158,-39.97997416283344,-0.19068311043247854,-44.5070981577114
3.6078856149781995,-4.980111882095311,-3.5319603232856966,0.6378865391763391,-0.21284345305694785,-13.56181639801909,27.238296470760957,1.4077385979209767,13.389297599619834
4.681065767623938,0.514479555120384,0.7961882418591166,-3.065514240474468,-0.6605691405262917,4.0783273363405,-1.9344707876212044,15.456541902054166,13.753880108291664
3.340862120666003,4.078367672025065,4.898610145604165,4.05771484145791,-2.105195427179515,6.9960095834107,37.33824544794281,22.735138615054357,60.61657956375345
4.420788849867165,-3.235176303237739,-4.485810892526921,-4.386885680436011,0.5425974300927381,-11.8130860512267,20.89735820063495,22.93033529766248,34.13998647722178
-4.33395733435866,-1.6165494190903882,3.479586911348262,-2.6947822777720223,4.6996320990686975,8.965663823579575,-1.7994137434227078,7.077334227243378,5.5590003278263
1.838349985043612,2.2308155518425945,4.797880095228781,3.2134477785735776,-1.9738345075919872,0.2713298026870583,19.777592774557938,13.209467319536131,31.81812315685915
-2.378411148951364,-4.039797415055215,-4.296873668452323,-1.0882651532015055,-1.3632196181796061,6.444198928056213,20.27310807306822,-0.010184339654622843,35.20449433596227
-1.8534752686223133,-3.6438548244629088,-0.7950641429361474,1.8807754219006672,-1.3956058137760596,11.300700895608223,5.157479705036323,6.039710393067603,13.848790856589607
3.4354339669686276,-4.808157658621106,-1.1297492924795263,3.2465119506876405,4.67615830529857,-16.202045958861735,8.44558703927839,10.557343390927265,8.185523871839344
