x1,y
-10.0,36.231884057971016
-9.6,34.12835825396426
-9.2,32.07563898680219
-8.799999999999999,30.073607060858148
-8.399999999999999,28.122123280959062
-7.999999999999998,26.2210242587601
-7.599999999999998,24.37011718905175
-7.1999999999999975,22.56917332391754
-6.799999999999997,20.81791981062286
-6.399999999999997,19.116029501469512
-5.9999999999999964,17.463108320251163
-5.599999999999996,15.858679853794868
-5.199999999999996,14.30216720310306
-4.799999999999995,12.792873188057962
-4.399999999999995,11.329962724500149
-3.9999999999999947,9.912457912457892
-3.5999999999999943,8.539272786564467
-3.199999999999994,7.209355033152481
-2.7999999999999936,5.9221026029820365
-2.3999999999999932,4.678477058249245
-1.999999999999993,3.4838709677419146
-1.5999999999999925,2.3552597781669378
-1.1999999999999922,1.3375586095391894
-0.7999999999999918,0.5308361204013246
-0.3999999999999915,0.08334776334775831
8.881784197001252e-15,-9.809089250273713e-43
0.40000000000000924,-0.07826839826840325
0.8000000000000096,-0.4680490523968915
1.20000000000001,-1.1070654810024425
1.6000000000000103,-1.8292119089317174
2.0000000000000107,-2.5376344086021687
2.400000000000011,-3.1939602993817284
2.8000000000000114,-3.7862623199393637
3.2000000000000117,-4.312445248141465
3.600000000000012,-4.77362465351379
4.000000000000012,-5.171717171717183
4.400000000000013,-5.508623065627479
4.800000000000013,-5.785988288374779
5.2000000000000135,-6.005169596434766
5.600000000000014,-6.167264387586902
6.000000000000014,-6.273155416012561
6.400000000000013,-6.323553485276993
6.800000000000015,-6.319033387581987
7.200000000000017,-6.260062673787346
7.600000000000016,-6.147024192587291
8.000000000000014,-5.9802336028751055
8.400000000000016,-5.7599529611602795
8.800000000000018,-5.486401288129514
9.200000000000017,-5.159762822089223
9.600000000000016,-4.7801935013695696
10.000000000000018,-4.347826086956503
-6.608670764127003,19.997730075001495
-4.573996746420502,11.960676465520294
8.571582186699914,-5.649124450879651
4.063986293340809,-5.229675348155579
-0.9127947626338724,0.7284139134881558
9.957923947277873,-4.395788168310634
8.269048253873152,-5.837943386052108
-5.083073842132508,13.856127798414203
0.3753188129773086,-0.06555456550393478
8.474005054132352,-5.713352713119023
3.737547167405861,-4.917532720021633
9.201943576025684,-5.158046370467817
-6.486407518157007,19.479508547869013
-1.9008359330116615,3.1968358874455296
-7.348157974643568,23.23042425860865
5.2902873275892155,-6.0467112561425465
-4.6461766129465865,12.224860058986968
6.510049937343261,-6.327764523602582
-3.6530687096017056,8.718945332743452
-3.0354211329338865,6.674552707155496
-4.553001236543885,11.884111972614425
2.54337195711223,-3.4138446927929804
-0.8977280457305241,0.7004647625034651
5.225168527512922,-6.017041576901775
1.5843928243979466,-1.8009007132952433
3.366157945634459,-4.511804815266966
3.2225889807080836,-4.34020425662324
-8.180760453167792,27.0739048177271
-9.419061289003267,33.193530904711416
9.827099214302738,-4.541188661674112
5.218195988691178,-6.013775246591476
-0.8021602057681783,0.5343571315396433
-8.854816067282389,30.344973585444073
-8.995911958482733,31.047837021172622
-7.238115833667567,22.73863796083223
9.41103290697982,-4.966096088392359
-1.6787226619419204,2.5706232852510413
-5.552461485676872,15.671197622328483
-9.777161942075194,35.05374560262945
9.065758630188935,-5.275292122686371
-6.851579764940336,21.040963131323124
4.588343295082444,-5.646550649488954
-3.551640093029606,8.376205452658404
-9.63918260882994,34.33216588990424
2.9125154181863557,-3.9409365824076126
-5.000308069098935,13.54282907090624
-6.136537869004175,18.02184703588282
5.253888825488339,-6.030313217997785
8.068138662813617,-5.946482840959643
0.7142279182654683,-0.3574592136934136
5.054714680577883,-5.9322143716627584
-3.6741262583541756,8.790450429627418
6.015795389594672,-6.276193785980329
-1.1213929210268088,1.157985723150499
8.718511562938865,-5.546440917167391
1.5479935385372485,-1.7347831016461834
3.46448669327372,-4.624550502775909
-3.488665775496445,8.164803549636797
-8.845528496339949,30.29892872244744
-7.9630674044126,26.048027256380824
7.785208990912157,-6.076461663428135
-9.794926902108958,35.14708923694154
9.360760017738588,-5.013567631126402
9.097878249185712,-5.24819253125741
-2.4779096689748847,4.917128061218173
-7.663172368810301,24.659104031107134
-5.034211392700245,13.670922694549615
-7.632914020312471,24.52052932579836
-6.169403947295806,18.157187344376677
-4.241767089166926,10.763853538166531
3.693800231795233,-4.872566665018267
-7.052960203814287,21.919653707297943
-0.26264901732926305,0.024729619536027286
5.813878684108074,-6.230826830083308
-6.279686711382359,18.613729105358377
-3.0957141151504386,6.869640034287661
-7.968821056003906,26.07494996376304
8.77239594608887,-5.506986418532617
7.992726699274147,-5.983744590674241
9.876696923196022,-4.4867286943110125
9.907094162014207,-4.4529508992733655
4.800618209566281,-5.786371617314266
5.498489976931305,-6.131482168547061
-7.4083494812158435,23.5010187557941
-3.689896523051644,8.844080305928953
3.831710528676144,-5.011791302198234
-3.52493335627387,8.28642184751215
0.866829093273493,-0.5623993624610909
3.6300727477757437,-4.805722423171889
2.089008571372519,-2.6888601265169867
2.732830831054594,-3.69142400550699
2.870888948228071,-3.8843238453594164
9.656267272043323,-4.72256149828872
6.906629202560836,-6.308619099924511
-1.426119639233427,1.8949504245480557
5.559785269999342,-6.153522277835265
-7.115886054207667,22.19679536790688
-1.5558482808788057,2.2362443280287527
5.808549089436646,-6.229437177455689
-4.2097858856770305,10.650291999354573
-5.408700748914496,15.108342268799982
-2.100625229129065,3.7791523767558908
-2.836208153380473,6.036862915017045
-9.131582599350496,31.729614595248073
8.731927014273428,-5.536708141109265
-2.5627805884656674,5.179116450446943
6.00452489530273,-6.274034656249936
-6.117436176113326,17.943338551619092
-2.5903725418340713,5.264732903442385
0.7831500500235826,-0.4453418850699992
-4.721616804235782,12.502578870574117
8.83556695195092,-5.459505286055111
-6.997968967531916,21.678462888004496
8.22487804376841,-5.862960783861248
2.504331392091437,-3.3548032868250615
-7.257082478485639,22.8231326927774
-7.13398102406132,22.2767176082475
7.67676108511473,-6.119175711387904
8.53293685152326,-5.674940669043589
3.6039597575298323,-4.777871415561068
