x1,y
-10.0,34.236814049823295
-9.6,37.95078523865589
-9.2,33.980099177349906
-8.799999999999999,34.38456656549531
-8.399999999999999,37.50946374137007
-7.999999999999998,24.27622294170381
-7.599999999999998,24.921357950816187
-7.1999999999999975,17.987963373778044
-6.799999999999997,19.514308680224417
-6.399999999999997,8.830370280627717
-5.9999999999999964,14.489347444108999
-5.599999999999996,12.639593847731845
-5.199999999999996,9.304066447696428
-4.799999999999995,13.655721423737909
-4.399999999999995,12.125246738189112
-3.9999999999999947,13.128751460820855
-3.5999999999999943,7.771531093248832
-3.199999999999994,7.015956152270707
-2.7999999999999936,3.37987167684908
-2.3999999999999932,1.1091849567206964
-1.999999999999993,9.889599032659124
-1.5999999999999925,-1.0180670237273715
-1.1999999999999922,3.7559540186289713
-0.7999999999999918,-2.2142832450123544
-0.3999999999999915,0.22556070777577378
8.881784197001252e-15,2.010849271262354
0.40000000000000924,3.03103813487798
0.8000000000000096,0.6633183008133152
1.20000000000001,-2.1073873597795814
1.6000000000000103,-2.906363023204043
2.0000000000000107,-8.956824575105786
2.400000000000011,-5.466423278407381
2.8000000000000114,-5.688462509550281
3.2000000000000117,-8.242705108375638
3.600000000000012,-4.602036186077682
4.000000000000012,-5.96146920862242
4.400000000000013,-3.0598044470260173
4.800000000000013,0.09916432410028087
5.2000000000000135,-8.633239072371058
5.600000000000014,-9.161855288937502
6.000000000000014,-2.941387223436074
6.400000000000013,-2.866138377751423
6.800000000000015,-7.351169984278077
7.200000000000017,-13.188751318771793
7.600000000000016,-8.08284814628556
8.000000000000014,-14.081793007502448
8.400000000000016,-7.952065883518419
8.800000000000018,-7.445373845504433
9.200000000000017,-1.2220432115363082
9.600000000000016,-1.7322147202838676
10.000000000000018,-6.522703214278689
